时间,参考温度,EDFA电流,EDFA温度,EDFA功率,'-2V5,3V3,1V2,1V8,sys_mon,APD1偏压,APD2偏压,APD温度,APD1设置,APD2设置
15:20:27,59.340000,377,1251,2054,2499,1595,1195,1883,2499,441,444,72.420000,1761,1857,
15:20:29,59.340000,377,1251,2061,2499,1600,1194,1887,2499,443,446,72.480000,1761,1857,
15:20:31,59.340000,377,1251,2067,2499,1597,1195,1891,2499,441,444,72.420000,1761,1857,
15:20:33,59.340000,377,1251,2061,2499,1596,1195,1884,2499,441,444,72.420000,1761,1857,
15:20:35,59.340000,377,1251,2066,2499,1600,1195,1885,2499,441,443,72.360000,1761,1857,
15:20:37,59.340000,377,1251,2072,2499,1597,1196,1889,2499,441,444,72.360000,1761,1857,
15:20:39,59.340000,377,1251,2059,2499,1600,1193,1886,2499,441,445,72.300000,1765,1860,
15:20:41,59.380000,377,1251,2059,2499,1599,1193,1888,2499,443,444,72.300000,1761,1857,
15:20:43,59.340000,377,1251,2067,2499,1598,1194,1887,2499,442,444,72.300000,1765,1860,
15:20:45,59.380000,377,1251,2066,2499,1596,1195,1888,2499,442,444,72.240000,1765,1860,
15:20:47,59.340000,377,1251,2051,2499,1597,1195,1884,2499,441,445,72.180000,1765,1860,
15:20:49,59.380000,377,1251,2056,2499,1597,1195,1887,2499,443,442,72.180000,1765,1860,
15:20:51,59.380000,377,1251,2067,2499,1597,1195,1885,2499,442,442,72.120000,1765,1860,
15:20:53,59.380000,377,1251,2069,2499,1597,1193,1889,2499,441,444,72.180000,1768,1863,
15:20:56,59.340000,377,1251,2061,2499,1596,1195,1886,2499,441,442,72.120000,1768,1863,
15:20:57,59.340000,377,1251,2079,2499,1598,1195,1886,2499,441,443,72.120000,1768,1863,
15:21:00,59.340000,377,1251,2077,2499,1600,1193,1887,2499,441,446,72.060000,1768,1863,
15:21:01,59.380000,377,1251,2061,2499,1600,1193,1885,2499,441,443,72.060000,1768,1863,
15:21:04,59.340000,377,1251,2052,2499,1596,1195,1885,2499,441,444,71.990000,1771,1866,
15:21:05,59.380000,376,1251,2043,2499,1599,1193,1886,2499,441,443,71.990000,1771,1866,
15:21:08,59.380000,377,1251,2051,2499,1595,1194,1886,2499,443,442,71.930000,1771,1866,
15:21:09,59.340000,377,1251,2064,2499,1599,1195,1887,2499,441,443,71.870000,1771,1866,
15:21:12,59.380000,377,1251,2053,2499,1598,1195,1890,2499,443,443,71.870000,1771,1866,
15:21:14,59.340000,377,1251,2055,2499,1596,1195,1885,2499,441,444,71.870000,1775,1870,
15:21:16,59.340000,377,1251,2037,2499,1596,1195,1887,2499,442,443,71.810000,1775,1870,
15:21:18,59.380000,377,1250,2036,2499,1594,1193,1887,2499,441,444,71.750000,1775,1870,
15:21:20,59.340000,377,1251,2057,2499,1597,1196,1887,2499,443,444,71.750000,1775,1870,
15:21:22,59.380000,377,1251,2064,2499,1600,1193,1887,2499,441,443,71.690000,1775,1870,
15:21:24,59.380000,377,1251,2044,2499,1596,1195,1885,2499,442,443,71.690000,1775,1870,
15:21:26,59.380000,377,1251,2060,2499,1596,1193,1888,2499,441,443,71.630000,1778,1873,
15:21:28,59.340000,377,1250,2036,2499,1594,1193,1889,2499,442,443,71.630000,1778,1873,
15:21:30,59.340000,377,1251,2044,2499,1599,1195,1885,2499,442,442,71.570000,1778,1873,
15:21:32,59.340000,377,1250,2035,2499,1596,1193,1885,2499,441,441,71.510000,1778,1873,
15:21:34,59.380000,377,1250,2038,2499,1596,1195,1887,2499,441,443,71.510000,1778,1873,
15:21:36,59.290000,377,1251,2042,2499,1600,1195,1886,2499,441,444,71.450000,1781,1876,
15:21:38,59.290000,377,1251,2045,2499,1596,1193,1887,2499,441,443,71.450000,1781,1876,
15:21:40,59.290000,377,1251,2033,2499,1601,1194,1886,2499,441,441,71.390000,1781,1876,
15:21:42,59.340000,377,1251,2048,2499,1597,1192,1888,2499,443,441,71.390000,1781,1876,
15:21:44,59.290000,377,1250,2033,2499,1597,1195,1885,2499,441,443,71.330000,1781,1876,
15:21:46,59.290000,377,1250,2041,2499,1600,1195,1886,2499,441,442,71.270000,1784,1880,
15:21:49,59.340000,377,1251,2039,2499,1596,1194,1886,2499,441,443,71.270000,1784,1880,
15:21:50,59.340000,376,1251,2037,2499,1596,1196,1893,2499,442,443,71.220000,1784,1880,
15:21:53,59.290000,377,1251,2037,2499,1600,1195,1888,2499,441,442,71.220000,1784,1880,
15:21:54,59.290000,377,1251,2037,2499,1600,1195,1885,2499,441,444,71.160000,1784,1880,
15:21:57,59.290000,377,1251,2038,2499,1596,1195,1886,2499,441,441,71.160000,1788,1883,
15:21:59,59.290000,377,1251,2038,2499,1600,1194,1886,2499,441,443,71.100000,1788,1883,
15:22:01,59.290000,377,1251,2029,2499,1596,1193,1888,2499,441,443,71.040000,1788,1883,
15:22:02,59.290000,377,1251,2035,2499,1599,1194,1890,2499,440,443,71.040000,1788,1883,
15:22:05,59.290000,377,1251,2030,2499,1597,1192,1887,2499,441,444,71.040000,1791,1886,
15:22:07,59.250000,377,1251,2020,2499,1601,1194,1886,2499,440,443,70.980000,1791,1886,
15:22:09,59.290000,377,1251,2034,2499,1599,1193,1885,2499,441,442,70.920000,1791,1886,
15:22:11,59.250000,377,1251,2022,2499,1600,1194,1885,2499,440,442,70.920000,1791,1886,
